"airport_name","icao_code"
"Chenega Bay","PFCB"
"Chengde Puning Airport","ZBCD"
"Chengdu Shuangliu International Airport","ZUUU"
"Chengdu Tianfu International Airport","ZUTF"
"Chenggu Airport","ZLHZ"
"Chengjisihan Airport","ZBZL"
"Chennai International Airport","VOMM"
"Chennault Intl","KCWF"
"Chenoweth Airpark","6OR2"
"ChenzhouBeihu Airport","ZGCZ"
"Cheong Ju International Airport","RKTU"
"Cheraw Municipal / Lynch Bellinger Field","KCQW"
"Cheremshanka","UNKM"
"Cherepovets Airport","ULWC"
"Cherkasy","UKKE"
"Chernivtsi International Airport","UKLN"
"Cherokee County","KCNI"
"Cherokee County","KJSO"
"Cherokee County Rgnl","KCKP"
"Cherokee Municipal","4O5"
"Cherokee Ranch","OK25"
"Cherokee Strip","18KS"
"Cherokee Strip","1AR5"
"Cherokee Trail Ranch","2CO1"
"Cherry Capital Airport","KTVC"
"Cherry Field","2MD6"
"Cherry Field","2MI0"
"Cherry Hill","40IN"
"Cherry Hill","8KT8"
"Cherry Ridge","N30"
"Cherry Spraying Service","XS24"
"Cherrystone","24VA"
"Cherskiy Airport","UESS"
"Cheryl-Lane Landings","09FD"
"Chesapeake Ranch Airstrip","MD50"
"Chesapeake Regl","KCPK"
"Chesson","XS33"
"Chester","KSNC"
"Chester Airport","EGNR"
"Chester Catawba Regl","KDCM"
"Chester Co G O Carlson","KMQS"
"Chesterfield Inlet Airport","CYCS"
"Chestnut Hill","5PS5"
"Chetek Municipal/Southworth","Y23"
"Chetumal International Airport","MMCM"
"Chetwynd","CYCQ"
"Chevak Airport","PAVA"
"Chevery Airport","CYHR"
"Chewelah Municipal","1S9"
"Cheyenne Airport","KCYS"
"Cheyenne Co Mun","KSYF"
"Cheyenne Eagle Butte","84D"
"Cheyenne Wells Municipal","5CO0"
"Chhatrapati Shivaji Airport","VABB"
"Chiang Mai International Airport","VTCC"
"Chiang Rai Mae Fah Luang International Airport","VTCT"
"Chiayi Airport","RCKU"
"Chibougamau Airport","CYMT"
"Chicago Executive","KPWK"
"Chicago Rockford International Airport","KRFD"
"Chichen Itza Intl","MMCT"
"Chichester/Goodwood Airport","EGHR"
"Chickasha Mun","KCHK"
"Chicken Airport","CKX"
"Chicken Coop","42SC"
"Chicken Strip","3XA8"
"Chickville","NH18"
"Chiclayo Airport","SPHI"
"Chico Mun","KCIC"
"Chicora Field","38MI"
"Chicoutimi/St Honore","CYRC"
"Chiefland Sky Ranch","51FL"
"Chifeng Yulong Airport","ZBCF"
"Chigger Field","TE52"
"Chigger Hill","GE53"
"Chignik","PAJC"
"Chignik Lagoon Airport","KCL"
"Chignik Lake Airport","A79"
"Chigorodo","SKIG"
"Chilas","OPCL"
"Chilcott Farms","WI95"
"Childress Mun","KCDS"
"Chile Chico","SCCC"
"Chileka International Airport","FWCL"
"Chiles Airpark","69KS"
"Chillagoe","YCGO"
"Chillicothe Mun","KCHT"
"Chilliwack","CYCW"
"Chiloquin State","2S7"
"Chilton County / Gragg-Wade Field","02A"
"Chimborazo","SERB"
"Chimbu","AYCH"
"Chimera Aerodrome","9XA4"
"Chimney View","5VA5"
"Chimoio Airport","FQCH"
"Chimore","SLCH"
"Chimore Airport","KCCA"
"Chimore Airport","SLHI"
"China Peak Observatory","AZ45"
"Chinaberry Ranch","9GA8"
"Chinandega","MNCH"
"Chinchilla","YCCA"
"Ching Chuang Kang Airport","RCMQ"
"Chinggis Khaan International Airport","ZMUB"
"Chinle Municipal","E91"
"Chino","KCNO"
"Chinsegut","5FD7"
"Chipata","FLCP"
"Chipinge","FVCH"
"Chipman","CCS4"
"Chipola Airpark","5FL8"
"Chippewa County Airport","KCIU"
"Chippewa Valley Regional Airport","KEAU"
"Chips","TA85"
"Chiquimula","MGCQ"
"Chiriaco Summit","L77"
"Chisana Airport","CZN"
"Chisasibi Airport","CSU2"
"Chisholm Hibbing Airport","KHIB"
"Chisinau International Airport","LUKK"
"Chistochina","CZO"
"Chitato","FNCH"
"Chitina","CXC"
"Chitral Airport","OPCH"
"Chitré Alonso Valderrama Airport","MPCE"
"Chittagong Airport","VGEG"
"Chkalovskiy","UUMU"
"Chlef Airport","DAOI"
"Chloe","LA21"
"Chloride","NM51"
"Chofu","RJTF"
"Choibalsan Airport","ZMCD"
"Choiseul Bay Airport","AGGC"
"Chokurdah Airport","UESO"
"Chongqing Jiangbei International Airport","ZUCK"
"Chongqing Wushan Airport","ZUWS"
"Chongqing Xiannvshan Airport","ZUWL"
"Chorman","D74"
"Chos Malal","SAHC"
"Choteau","KCII"
"Chowchilla","2O6"
"Chp Academy","60CL"
"Chris Hofer Landing Strip","3SD4"
"Christchurch International Airport","NZCH"
"Christensen Bros Wahluke Strip","91WA"
"Christensen Field","8WA6"
"Christensen Ranch","9CL2"
"Christian Outreach Airfield","MO89"
"Christian's","4VA8"
"Christians Folly","GE01"
"Christianson Field","26MN"
"Christie Aerodrome","WS49"
"Christison","85MN"
"Christman Airfield","O65"
"Christman Field","CO55"
"Christmas","MS03"
"Christmas Creek","YCHK"
"Christmas Island Airport","YPXM"
"Christmas Valley","62S"
"Christopher M. Rippee Memorial","5OK2"
"Christy Airstrip","CA97"
"Chu Lai Airport","VVCA"
"Chuathbaluk Airport","PACH"
"Chub Cay Intl","MYBC"
"Chūbu Centrair International Airport","RJGG"
"Chuck's","0II0"
"Chuck's","4OK6"
"Chuckster","XA17"
"Chulman Neryungri Airport","UELL"
"Chumphon Airport","VTSE"
"Chupadera Ranch","95TX"
"Church","KCJJ"
"Church Point Flyers","6LA5"
"Church's Landing","1MU8"
"Churchill Airport","CYYQ"
"Churchill Falls Airport","CZUM"
"Churuguara","SVHH"
"Chute N Gators","7LA9"
"Chuuk International Airport","PTKK"
"Ciampino G. B. Pastine Airport","LIRA"
"Cibao International Airport","MDST"
"Cibecue","Z95"
"Cibolo Creek Ranch","TS15"
"Cibolo Sea-Willo Airpark","TE67"
"Cicia Airport","NFCI"
"Cicuco","SKIO"
"Cider Run","OR76"
"Cielo Dorado Estates","NM05"
"Cildir","LTBD"
"Ciljuge","LQCG"
"Cimarron Municipal","8K8"
"Cimitarra","SKCM"
"Cincinnati West","I67"
"Cincinnati/Northern Kentucky International Airport","KCVG"
"Cinco B Ranch","87XS"
"Cindy Guntly Memorial","62C"
"Cipo","SNIO"
"Circle 8 Ranch","CO42"
"Circle A Ranch","05TX"
"Circle A Ranch","48WI"
"Circle B","WY32"
"Circle Bar Ranch","46MS"
"Circle C","89OI"
"Circle C Ranch","TT19"
"Circle City Airport","PACR"
"Circle Eight Ranch","XA04"
"Circle G","LS16"
"Circle H Ranch","AZ17"
"Circle Hot Springs","CHP"
"Circle K","WS45"
"Circle L Ranch","NV27"
"Circle P Farm","6NC7"
"Circle P Ranch","41TA"
"Circle P Ranch","82XS"
"Circle Ranch","6XA0"
"Circle S Farms","AR91"
"Circle T","98GA"
"Circle T","WS77"
"Circle Town County","4U6"
"Circle W Airfield","PA72"
"Circle W Ranch","77TX"
"Circle Wc Ranch","6TE4"
"Circle Z Landing Strip","NA90"
"Cirilo Queiroz","SNAR"
"Ciro Alegria","SPAC"
"Cisco Municipal","3F2"
"Citabriair","UT43"
"Citrus Hedging Ranch","96FD"
"City of Coalgate","08F"
"City of Las Animas - Bent County","7V9"
"City Of Slaton/Neal Memorial","F49"
"City Of Tulia/Swisher County Municipal","I06"
"Ciudad Acuna Intl","MMCC"
"Ciudad Bolivar Airport","SVCB"
"Ciudad Constitucion","MMDA"
"Ciudad Del Carmen International Airport","MMCE"
"Ciudad Mante National","MMDM"
"Ciudad Obregon Airport","MMCN"
"Ciudad Piar","SVDW"
"Ciudad Real Central Airport","LERL"
"Cizek North","6AK9"
"Ckye Field","MT32"
"Claassen","70TE"
"Clare County","80D"
"Clare Municipal","48D"
"Clare Valley","YCVA"
"Claremont","58M"
"Claremont Mun","KCNH"
"Claremore Regl","KGCM"
"Clarence A Bain","MYAB"
"Clarence Aerodrome","D51"
"Clarence E Page Mun","KRCE"
"Clarendon Municipal","4M8"
"Clarenville","CCZ3"
"Claresholm Industrial","CEJ4"
"Clarion County","KAXQ"
"Clarion Field","35IL"
"Clarion Mun","KCAV"
"Clarissa Municipal","8Y5"
"Clark","23IS"
"Clark","3T6"
"Clark County","8D7"
"Clark Downtown","KPLK"
"Clark Field","8FA1"
"Clark Field","94KS"
"Clark Field","LA15"
"Clark International Airport","RPLC"
"Clark Ranch","3CA9"
"Clark Regl","KJVY"
"Clarke County","23M"
"Clarks Field","84KY"
"Clarks Point Airport","PFCL"
"Clarksville","74FD"
"Clarksville Municipal","H35"
"Clarksville Red River City Jd","KLBR"
"Classic Airstrip","23AR"
"Classic Landings","05IL"
"Claucherty","MI35"
"Claxton-Evans County","KCWV"
"Clay","MS50"
"Clay Center Mun","KCYW"
"Clayton J. Lloyd International Airport","TQPF"
"Clayton Lake Strip","ME19"
"Clayton Municipal","11A"
"Clayton Municipal Airpark","KCAO"
"Cle Elum Municipal","S93"
"Clear","PACL"
"Clearfield Lawrence","KFIG"
"Clearview Airpark","2W2"
"Clearwater","KCLW"
"Clearwater Aero Estates","JB01"
"Clearwater Airpark","21OI"
"Cleary","29NH"
"Cleburne Regl","KCPT"
"Clemens","50KS"
"Clemente Verillo","SJEH"
"Clements","4MD4"
"Clermont","YCMT"
"Clermont County","I69"
"Clermont-Ferrand Auvergne Airport","LFLC"
"Cleve","YCEE"
"Cleveland Burke Lakefront Airport","KBKL"
"Cleveland Hopkins International Airport","KCLE"
"Cleveland Mun","KRNV"
"Cleveland Municipal","6R3"
"Cleveland Municipal","95F"
"Cleveland Regl Jetport","KRZR"
"Clever","KPHD"
"Cliff Dow","54ME"
"Cliff Dwellers Lodge","AZ03"
"Cliff Hatfield Meml","KCLR"
"Clifford Field","1CO4"
"Cliffords","ME69"
"Clifton Municipal/Isenhower Field","7F7"
"Cline Falls Air Park","3OR8"
"Clinton Field","I66"
"Clinton Mun","KCWI"
"Clinton National Airport","KLIT"
"Clinton Regl","KCLK"
"Clinton Rgnl","KGLY"
"Clinton-Hickman County","0KY7"
"Clinton-Sampson County","KCTZ"
"Clinton-Sherman","KCSM"
"Clintonville Mun","KCLI"
"Clio Crop Care","9W9"
"Cloncurry Airport","YCCY"
"Cloquet Carlton Co","KCOQ"
"Clorinda","SATC"
"Cloud","7KS2"
"Cloud 9","2ND5"
"Cloud 9","7MS4"
"Cloud 9","MI26"
"Cloud 9 Aerodrome","40TN"
"Cloud Dancer Private","WS13"
"Cloud Nine","ND98"
"Cloud Nine Field","46MI"
"Cloudbound","PA47"
"Cloudmont Airpark","AL09"
"Clover Crest Airpark","MT24"
"Clover Knoll","II07"
"Clover Valley","3WI5"
"Cloverdale Farm","NY91"
"Cloverdale Municipal","O60"
"Cloverleaf Ranch","15LL"
"Cloverleaf-East Bemidji","MY54"
"Clovis Municipal Airport","KCVN"
"Club Makokola","FWCM"
"Clum","8OI5"
"Cluny","YUNY"
"Clute's Hilltop","69NC"
"Clyde Airfield","NE21"
"Clyde River Airport","CYCY"
"Clyde Valley","3NC0"
"Cmelak Field","MA18"
"Cmte Gustavo Kraemer","SBBG"
"Cmte Rolim Adolfo Amaro","SBJD"
"Coal Aston (Apperknowle)","EGCA"
"Coal Creek","L20"
"Coal Field","64KY"
"Coari","SWKO"
"Coastal Carolina Regional Airport","KEWN"
"Coatepeque","MGCT"
"Coates","79GA"
"Coatzacoalcos Airport","MMMT"
"Coban","MGCB"
"Cobar Airport","YCBA"
"Cobb County Intl-Mccollum Field","KRYY"
"Cobden","YCDE"
"Coberly","86KS"
"Coca Cola","OG49"
"Cochin","VOCC"
"Cochin International Airport","VOCI"
"Cochise College","P03"
"Cochise County","P33"
"Cochran","1KS1"
"Cochran","NY92"
"Cochran-Bleckley","48A"
"Cochrane","CYCN"
"Cochrane","SCHR"
"Coco I","VYCI"
"Coco Point Lodge Airstrip","TAPT"
"Coconut Island","YCCT"
"Cocos","SNKC"
"Cocos Islands Airport","YPCC"
"Codela","MRCA"
"Codrington","TAPH"
"Cody Port RLA Restricted Landing Area","7IL8"
"Coen","YCOE"
"Coetivy","FSSC"
"Coetquidan","LFXQ"
"Coeur d'Alene Airport / Pappy Boyington Field","KCOE"
"Coffey County","KUKL"
"Coffeyville Mun","KCFV"
"Coffield Regl","KRCK"
"Coffman","09KS"
"Coffs Harbour Airport","YCFS"
"Coimbatore International Airport","VOCB"
"Coimbra","LPCO"
"Colac","YOLA"
"Colberg","5AK6"
"Colby Field","OK24"
"Cold Bay Airport","PACD"
"Cold Lake Regional","CEN5"
"Cold Meadows Usfs","U81"
"Cold Water","UT89"
"Coldbrook Field","MI47"
"Coldfoot Airport","PACX"
"Cole Farm","06NH"
"Cole Landing Area","2OK7"
"Cole Memorial","57NE"
"Cole Ranch","94XS"
"Coleman","WS28"
"Coleman A Young Mun","KDET"
"Coleman Cattle Company Nr 1","75TA"
"Coleman Field","GA95"
"Coleman Homestead","01CN"
"Coleman Mun","KCOM"
"Coles County Memorial","KMTO"
"Coll","EGEL"
"Collarenebri","YCBR"
"Colle Field","34MS"
"College Park","KCGS"
"Collegedale Mun","KFGU"
"Collier Airpark","2AL1"
"Collier/Pine Barren Airpark","FD89"
"Collingwood","CNY3"
"Collins","VG16"
"Collins Field","52NK"
"Collins Landing Strip","04OR"
"Collinsville","YCSV"
"Collipulli/Mininco","SCIN"
"Collique","SPOL"
"Colmenar Viejo","LECV"
"Cologne Bonn Airport","EDDK"
"Colombo","VCCC"
"Colón","MUCO"
"Colonel James Jabara","KAAO"
"Colonia Catriel","SA30"
"Colonial Acres","4LL8"
"Colonial Air Park","01TN"
"Colonsay","EGEY"
"Colorado Air And Space Port","KCFO"
"Colorado Antique Field","8CO7"
"Colorado City","T88"
"Colorado City Mun","KAZC"
"Colorado Creek","KCR"
"Colorado Plains Regl","KAKO"
"Colorado Springs Airport","KCOS"
"Colorado Springs East","CO4"
"Coltines","LFHQ"
"Columbia","4G8"
"Columbia","O22"
"Columbia County","1B1"
"Columbia Gorge Regl The Dalles","KDLS"
"Columbia Metropolitan Airport","KCAE"
"Columbia Regional Airport","KCOU"
"Columbia-Adair Co.","I96"
"Columbia/Marion County","0R0"
"Columbiana County","02G"
"Columbus Co Mun","KCPC"
"Columbus Lowndes Co","KUBS"
"Columbus Metropolitan Airport","KCSG"
"Columbus Mun","KBAK"
"Columbus Mun","KOLU"
"Columbus Municipal","0NM0"
"Columbus Municipal","D49"
"Colusa County","O08"
"Colville Lake Airport","CEB3"
"Colville Municipal","63S"
"Colvin","OH86"
"Com Ricardo Salomon","SAMM"
"Comanche Airfield Llc","CO38"
"Comanche Caves Ranch","4TA6"
"Comanche Co City","KMKN"
"Comanche County","3K8"
"Comanche Creek","07CO"
"Comanche Hills Ranch","71XS"
"Comanche Ranch","5TE0"
"Comanche Ridge Ranch","5XA6"
"Comanche Springs Ranch","CO97"
"Comandante Armando Tola International Airport","SAWC"
"Comandante Espora Airport","SAZB"
"Comayagua","MHPR"
"Combolcha Airport","HADC"
"Comfort Airpark","17TE"
"Comilla","VGCM"
"Comin-Yanga","DFEC"
"Comiso Airport","LICB"
"Comitan","MMCO"
"Commerce Municipal","2F7"
"Comodoro P Zanni","SAZP"
"Comodoro Pierrestegui","SAAC"
"Comodoro Rivadavia Airport","SAVC"
"Comox Airport","CYQQ"
"Companhia Agricola De Quata","SDQQ"
"Compass Rose","LL87"
"Compiègne Margny","LFAD"
"Compton","3LL9"
"Compton","44OR"
"Compton Woodley","KCPM"
"Comstock Field","80SD"
"Comte. Ariston Pessoa Regional Airport","SBJE"
"Con Dao Airport","VVCS"
"Conakry International Airport","GUCY"
"Conceicao","SIBW"
"Conceicao Do Araguaia","SBAA"
"Conceicao Do Mato Dentro","SNKD"
"Concepción","SLCP"
"Conch Bar","MBMC"
"Conchas Lake","E89"
"Concord Airpark","2G1"
"Concord Mun","KCON"
"Concord-Padgett Regional Airport","KJQF"
"Concordia Parish","0R4"
"Condobolin","YCDO"
"Condon State Pauling Field","3S9"
"Condon US Forest Service","S04"
"Condoto Airport","SKCD"
"Condron Airbase","KWSD"
"Cone","30TE"
"Cones Field","2CA2"
"Confer's Place","1IN3"
"Confresa","SJHG"
"Congo Town","MYAK"
"Conington","EGSF"
"Connell At Independence Mun","KIIB"
"Connell City","WA14"
"Connell's Wahoo","25FL"
"Connellan Airport","YAYE"
"Connemara","EICA"
"Connies Aviation","XA42"
"Connor'S Lake Landing","2WS2"
"Conrad","S01"
"Conrads","19KY"
"Conroe-North Houston Regl","KCXO"
"Conselheiro Lafaiete","SNKF"
"Consort","CFG3"
"Constantine ""Mohamed Boudiaf"" Airport","DABC"
"Constanza","MDCZ"
"Contadora Airport","MPRA"
"Converse","1I8"
"Converse Co","KDGW"
"Converse Farm","SN47"
"Conway Horry Co","KHYW"
"Conway Regl","KCXW"
"Coober Pedy Airport","YCBP"
"Cooch Behar","VECO"
"Cooinda","YCOO"
"Cook","25MO"
"Cook Airfield Inc","K50"
"Cook Canyon Ranch","TA25"
"Cook County","15J"
"Cook Field","SD44"
"Cook Mun","KCQM"
"Cooks","SD66"
"Cooks Landing","MN87"
"Cooksey Brothers","FD42"
"Cooktown Airport","YCKN"
"Cool Creek","76LS"
"Cool Water","4VG2"
"Coolah","YCAH"
"Coolidge Municipal","P08"
"Cooma Polo Flat","YPFT"
"Cooma Snowy Mountains Airport","YCOM"
"Coonabarabran","YCBB"
"Coonagh","EICN"
"Coonamble","YCNM"
"Coondewanna Airport","YCWA"
"Cooper","05IN"
"Cooper Coles Ranch","OL37"
"Cooper Farm","NH07"
"Cooper Field","99II"
"Coopers Landing","0WN2"
"Cooperstown Municipal","S32"
"Cooperstown-Westville","K23"
"Coose Field","MO95"
"Cootamundra","YCTM"
"Copacabana","SLCC"
"Copalis State","S16"
"Copán Ruinas","MHRU"
"Copenhagen Airport","EKCH"
"Copiah County","M11"
"Copiapo Airport","SCAT"
"Coposa","SCKP"
"Copper Basin","0U2"
"Copper Center 2","Z93"
"Coppersmith","2NE6"
"Coral Creek","FA54"
"Coral Harbour Airport","CYZS"
"Corcoran","43CN"
"Corcoran","KCRO"
"Cordell Municipal","F36"
"Cordillo Downs","YCOD"
"Cordoba","LEBA"
"Cordova Municipal","CKU"
"Cork Airport","EICK"
"Corkscrew Trace Airpark","1FD4"
"Corlu Airport","LTBU"
"Corman Acres","5IS4"
"Cormeilles En Vexin","LFPT"
"Corn Alley 2","74IL"
"Corn Field","IL95"
"Corn Island","MNCI"
"Cornelius Farm","66NE"
"Cornell Municipal","4WI9"
"Cornfield Canyon","2MN4"
"Corning Mun","KCRZ"
"Corning Municipal","0O4"
"Corning Municipal","4M9"
"Corning-Painted Post","7N1"
"Cornucopia Field","23W"
"Cornwall Airport Newquay","EGHQ"
"Cornwall Regl","CYCC"
"Coroa do Aviao","SIFC"
"Coromandel Aerodrome","NZCX"
"Corona Mun","KAJO"
"Coronation","CYCT"
"Coronel Aviador Carlos Orleans","SDFD"
"Coronel Enrique Soto Cano Air Base","MHSC"
"Coronel Felipe Varela International Airport","SANC"
"Coronel Horacio De Mattos Airport","SBLE"
"Corowa","YCOR"
"Corozal Airport","SKCZ"
"Corpora","1TE5"
"Corpus Christi International Airport","KCRP"
"Corral Creek","0ID9"
"Corralitos","XS94"
"Corrientes Airport","SARC"
"Corrientes Trompeteros","SPDR"
"Corriher Field","88NC"
"Corry-Lawrence","8G2"
"Corryong","YCRG"
"Corsica Municipal","D65"
"Corte","LFKT"
"Cortez Municipal Airport","KCEZ"
"Cortina","LIDI"
"Cortland County/Chase Field","N03"
"Corumba Airport","SBCR"
"Corvallis Mun","KCVO"
"Corvo Island Airport","LPCR"
"Corydon","0E9"
"Cosklos Elkview","PA53"
"Cosme Pedrogao","LPSR"
"Cosmo Field","TT16"
"Cosne Sur Loire","LFGH"
"Costa Esmeralda","MNCE"
"Costa Esmeralda","SDEN"
"Costa Marques","SWCQ"
"Costa Rica","SDXJ"
"Costello","2LA7"
"Costello Island, Inc","4TA3"
"Costin","A51"
"Cote D'Azur International Airport","LFMN"
"Coto 47","MRCC"
"Cotonou Cadjehoun ""Cardinal Bernadin Gantin"" International Airport","DBBB"
"Cotopaxi Intl","SELT"
"Cottage Grove State","61S"
"Cottbus-Drewitz","EDCD"
"Cottingham","1IN6"
"Cotton Field","4TN4"
"Cotton Gin","NC36"
"Cotton Strip","17FA"
"Cottonwood","0MT5"
"Cottonwood","1C8"
"Cottonwood","6LA1"
"Cottonwood","IL57"
"Cottonwood","P52"
"Cottonwood Creek Ranch","OG50"
"Cottonwood Farm","87VA"
"Cottonwood Field","09CO"
"Cottonwood Municipal","S84"
"Cotulla-La Salle County","KCOT"
"Cougar Landing","XA85"
"Cougar Mountain Airfield","49WA"
"Cougar Ranch","D47"
"Coulter","KCFD"
"Council","K29"
"Council Bluffs Mun","KCBF"
"Council Grove Municipal","K63"
"Council Municipal","U82"
"Country Air Estates","1AR9"
"Country Bend","LS39"
"Country Breeze","01LS"
"Country Club Air Park","NH88"
"Country Haven","MY94"
"Country Landings","86FD"
"Country Squire Airpark","S48"
"Countryman's Landing Strip","NK01"
"County Meml","KEIW"
"Courcelles","LFSM"
"Courchevel","LFLJ"
"Courtenay Airpark","CAH3"
"Courtland","9A4"
"Courtney Plummer","9WN1"
"Courtney's Landing","99IA"
"Couterne","LFAO"
"Couvillion","22LS"
"Cove Side Ranch Port","OG07"
"Cove Valley","6G6"
"Covenas","SKCV"
"Coventry","EGBE"
"Covey Trails","X09"
"Covilhã","LPCV"
"Covington","VA72"
"Covington Mun","KCVC"
"Covington Municipal","M04"
"Covington-Vincent","LA87"
"Cow Creek","CW0"
"Cow Pasture","TE16"
"Cowarie","YCWI"
"Cowboys Air Ranch","84ME"
"Cowell","YCWL"
"Cowgill-Roemer","MU38"
"Cowley Field","96G"
"Cowra","YCWR"
"Cox","NC81"
"Cox Farm","TN71"
"Cox Field","81NC"
"Cox Field","KPRX"
"Cox'S Bazar Airport","VGCB"
"Cox-Coyour Meml Air Field","59MN"
"Cox-Grantham Airfield","6NC0"
"Coxim","SSCI"
"Coxs Well","U48"
"Coye Field","30NY"
"Coyle Field","NJ20"
"Coyote Creek Ranch","30CO"
"Coyote Crossing","TA26"
"Coyote Field","4XS1"
"Coyote Ridge","17ID"
"Coyote Run","0ID3"
"Coyote Run","48OK"
"Cozad Mun","KCZD"
"Cozumel International Airport","MMCZ"
"Cptpa Headquarters","ID84"
"Crabbe","3NR4"
"Craddock Field","6MU9"
"Cradock","FACD"
"Crag Mountain","52AK"
"Craig Cove Airport","NVSF"
"Craig Craft","86NC"
"Craig Field","KSEM"
"Craig Private","5ND3"
"Craig-Moffat","KCAG"
"Craigmont Municipal","S89"
"Craik","29MT"
"Craiova International Airport","LRCV"
"Cram","KBUB"
"Cranbrook Airport","CYXC"
"Crandon/Steve Conway Municipal","Y55"
"Crane County","E13"
"Crane Field","WI21"
"Cranfield","EGTC"
"Cranland","28M"
"Cranmoor Airstrip","55WI"
"Crateus","SNWS"
"Cravo Norte","SKCN"
"Craw Daddy Landing","3KY4"
"Crawford","0CA3"
"Crawford","99V"
"Crawford Co","KRSV"
"Crawfordsville Mun","KCFJ"
"Crazy Horse","12WV"
"Crazy Horse Municipal","97F"
"Creasy","5TA5"
"Creek Side Landing","4KY1"
"Creekside","03XS"
"Creekside","5CL8"
"Creekside","NY95"
"Creekside Air Park","XA46"
"Creekview","NE73"
"Creighton Municipal","6K3"
"Crescent C Ranch","TX79"
"Crescent City Airport","KCEC"
"Crescent Lake State","5S2"
"Crescent Valley","U74"
"Creston Mun","KCSQ"
"Creston Valley Regional - Art Sutcliffe Field","CAJ3"
"Crete Mun","KCEK"
"Creve Coeur","1H0"
"Crevice Creek","1AK1"
"Crewe Municipal","W81"
"Crews Homestead Ranch","FL01"
"Cribbet","1IS3"
"Criciuma Airport","SBCM"
"Cricket Field","4WA2"
"Cridler Field","3CO1"
"Crippen Field","MI11"
"Crisfield-Somerset County","W41"
"Crisp County - Cordele","KCKF"
"Crispy Cedars","7WI8"
"Cristalina","SDXB"
"Cristiano Ferreira Varella","SNBM"
"Cristiano Ronaldo International Airport","LPMA"
"Cristoforo Colombo Airport","LIMJ"
"Critter Creek","GE20"
"Crivitz Municipal","3D1"
"Crljenka","LDPV"
"Crnl E Carvajal","SEMC"
"Crnl. FAP Francisco Secada Vignetta International Airport","SPQT"
"Croismare","LFQC"
"Croker Island","YCKI"
"Crompton's Private Strip","MI05"
"Cromwell Farm","MD63"
"Crooked Creek","7NC5"
"Crooked Creek","PACJ"
"Crooked Fence Farm","3SC4"
"Crooked Island Airport","MYCI"
"Crookston Mun Kirkwood","KCKN"
"Crop Air Inc","CO48"
"Crop Care","4MO7"
"Crosby Municipal","C71"
"Crosby Municipal","D50"
"Crosbyton Municipal","8F3"
"Cross City","KCTY"
"Cross Creek Farms","04FL"
"Cross Keys","17N"
"Cross Lake Airport","CYCR"
"Cross Triangle Ranch","2XS5"
"Cross Wind","08TX"
"Cross Winds","C72"
"Cross-B","24XA"
"Cross-Country Estates","07TS"
"Crosscut Field","91XA"
"Crossville Memorial Airport-Whitson Field","KCSV"
"Crosswind Airfield","SN88"
"Crosswind Farm","FL19"
"Crosswind Lake","1AK2"
"Crosswind Meadows","39OH"
"Crosswinds","2CA3"
"Crosswinds Airfield","PN00"
"Crosswinds Airfield","TE96"
"Crosswinds-Wilson Private","SC37"
"Crotone","LIBC"
"Crow Island","8MA4"
"Crow Valley","WA39"
"Crow-Mag","33OR"
"Crowley Ranch Airstrip","78OR"
"Crown Creek Ranch","57WA"
"Crownpoint","0E8"
"Croydon","YCRY"
"Crumley Field","1TN9"
"Cruzan Field","9II4"
"Cruzeiro Do Sul International Airport","SBCZ"
"Crystal","46CN"
"Crystal","KMIC"
"Crystal","MI41"
"Crystal Lake","5M5"
"Crystal Lake Airpark","0GE1"
"Crystal Lakes","25CO"
"Crystal Lakes Resort","01MT"
"Crystal Ridge","3AR6"
"Crystal Springs Ranch","UT54"
"Crystal Village","2FL0"
"Ct Fields","25VG"
"Cuatro Vientos","LECU"
"Cuatros Vientos","PA25"
"Cub Acres","6WI0"
"Cub Bear","85WI"
"Cub Field","47VT"
"Cub Field","VA81"
"Cub Haven","2VG3"
"Cub Haven","TN30"
"Cub Haven STOLport","FD53"
"Cub Landing Center","49MI"
"Cuba Farm","LA33"
"Cuba Landing Strip","NM2"
"Cuba Mun","KUBX"
"Cubdivision","9AK7"
"Cuchara Ranch","CD48"
"Cuchara Valley at La Veta","07V"
"Cucui/Sao Gabriel Da Cachoeira","SWKU"
"Cudal","YCUA"
"Cuddihy Field","07TE"
"Cuddihy Landing Strip","NJ60"
"Cuddy Meadows","ID77"
"Cue Airport","YCUE"
"Cuero Municipal","T71"
"Cufar","GGCF"
